0,1
0.5708868,0.10892825
0.6845432,0.2635073
0.58680856,0.19056547
0.3845862,0.04086115
0.58217895,0.40094388
0.3837623,0.085330695
0.46720156,0.14950034
0.45031533,0.17020385
0.47214374,0.14741676
0.5870102,0.13878492
0.5320328,0.08795138
0.47202078,0.23315388
0.51222706,0.20504117
0.5161958,0.1129794
0.42044038,0.046482876
0.43480983,0.1587528
0.34240967,0.1344766
0.4431987,0.20247407
0.34846154,0.0550043
0.5444487,0.18734473
0.66295284,0.14478973
0.6253747,0.39581475
0.7362138,0.23042339
0.74969983,0.37911355
0.7590697,0.35351178
0.6508399,0.46019194
0.57246315,0.24543233
0.5589091,0.3405165
0.6622803,0.25603315
0.6204923,0.22255713
0.5552938,0.16906646
0.4587921,0.11786299
0.61807007,0.3674207
0.47603583,0.24108593
0.54389,0.30954078
0.6792324,0.27525127
0.5727322,0.3421705
0.5835769,0.38671336
0.69292337,0.40041202
0.45378718,0.12374288
0.6314582,0.19592996
0.5066812,0.3668208
0.61035085,0.10179859
0.52110404,0.42899424
0.6999228,0.27293617
0.34646708,0.20394276
0.52166045,0.12605135
0.60935026,0.1372547
0.44860074,0.19659533
0.40805736,0.11376474
0.6264414,0.14953496
0.60084075,0.15622567
0.5539726,0.082587555
0.40500072,0.16151394
0.5081114,0.17603923
0.5247634,0.15595251
0.5047012,0.1236903
0.51622635,0.18661115
0.49603683,0.083485566
0.72685003,0.8391551
0.5797755,0.8745841
0.4382835,0.8339009
0.64081305,0.6257375
0.8996219,0.45966995
0.7855995,0.8507045
0.72637594,0.5782526
0.851174,0.39369872
0.84171647,0.71436405
0.48008496,0.7081448
0.8072483,0.5023513
0.47451192,0.81682205
0.8413517,0.42850152
0.6465388,0.6938252
0.8221659,0.2653807
0.8610715,0.41655418
0.75257725,0.8554248
0.7581428,0.66631836
0.6452252,0.8538266
0.6763922,0.55795527
0.78562057,0.6635964
0.93270105,0.7834006
0.7901833,0.5457842
0.84743935,0.8416854
0.3225622,0.85184944
0.83375347,0.6219573
0.8519936,0.6758579
0.7957334,0.86272615
0.8748153,0.861676
0.7585652,0.85466003
0.8683187,0.840929
0.7264594,0.8884416
0.71434104,0.8930719
0.5881767,0.8905508
0.8800651,0.69337296
0.8944386,0.6533633
0.7192226,0.34698835
0.61552244,0.7121027
0.87896234,0.67222345
0.8707792,0.37031484
0.8877941,0.6739095
0.83929944,0.6626108
0.7552324,0.7918427
0.7794787,0.6936395
0.833627,0.8394483
0.8332303,0.68322927
0.7224763,0.898505
0.7951234,0.7874979
0.6130005,0.85010195
0.8455705,0.76959944
0.88871545,0.55766803
0.828207,0.5357489
0.81405437,0.7307952
0.64296275,0.8567226
0.8533868,0.8434047
0.847852,0.79972756
0.95393,0.89454573
0.8755314,0.8149771
0.8311311,0.77342683
0.44739577,0.86071295
0.7930865,0.8095835
0.8518983,0.6210673
0.85973287,0.4833736
0.6958286,0.79925394
0.62618715,0.6197575
0.8588207,0.56599385
0.8567345,0.75015724
0.78693163,0.66564286
0.7415929,0.883732
0.82826906,0.7991607
0.6095526,0.8358439
0.3371539,0.68025273
0.24235734,0.7586152
0.23797296,0.8132496
0.2664669,0.7227638
0.3367194,0.86033994
0.18722083,0.8614598
0.19430898,0.9107502
0.18949106,0.9102224
0.18139519,0.8463366
0.34459764,0.82517016
0.28857982,0.8499917
0.24178235,0.7422074
0.25062427,0.8453319
0.2337793,0.77426016
0.15052553,0.6867729
0.1892689,0.78162944
0.09702523,0.8673878
0.11506013,0.8131111
0.110431544,0.719164
0.082068205,0.68688107
0.097417966,0.58603257
0.09976269,0.6375451
0.2204642,0.63974583
0.06719623,0.71486574
0.1981336,0.83120966
0.07206224,0.8091042
0.07806006,0.701319
0.15201911,0.8470976
0.07144294,0.3693338
0.11044897,0.54928523
0.18700556,0.825734
0.17190965,0.7367676
0.2465426,0.85778606
0.18728894,0.77950317
0.090931036,0.7200355
0.1208608,0.84133494
0.070851244,0.62714225
0.10703388,0.74942166
0.11385225,0.63603526
0.09871275,0.58166325
0.27382788,0.88014793
0.118703306,0.8457768
0.073672965,0.6152474
0.059583373,0.73178303
0.11052391,0.7010946
0.048188962,0.61365783
0.07889117,0.6653813
0.058116507,0.69563466
